Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn In,Aboard,Fatalities,Ground,Summary,City,state/country,country,
2/4/52,,"Kikwit, Belgian Congo",Sabena,,,Douglas DC-3,,,15,15,,,Kikwit, Belgian Congo,,
2/7/52,,"Kaneko, Japan",Military - U.S. Air Force,,,Boeing B-29,,,17,17,,,Kaneko, Japan,,
2/11/52,,"Elizabeth, New Jersey",National Airlines,101,,Douglas DC-6,,,63,29,,,Elizabeth, New Jersey,,
1/7/53,,"Issaquah, Washington",Flying Tiger Line,841,,Douglas C-54B-10-DO,,,7,7,,,Issaquah, Washington,,
2/16/52,,"Near Burgio, Italy",Hunting Air Travel,,,Vickers 614 Viking 1,,,31,31,,,Near Burgio, Italy,,
2/19/52,,"Near Yaounde, Cameroon",STAAP,,,Consolidated  32 Liberator II,,,9,9,,,Near Yaounde, Cameroon,,
2/19/52,,"Nagpur, India",Deccan Airways,,,Douglas DC-3,,,16,3,,,Nagpur, India,,
2/28/52,,"Uberlandia,  Brazil",Panair do Brasil,,,Douglas DC-3A,,,8,8,,,Uberlandia,  Brazil,,
3/3/52,,"Nice, France",Air France,,,SNCASE Languedoc,,,38,38,,,Nice, France,,
3/10/52,,"Cebu, Philippines",Philippine Air Lines,,,Douglas C-47A-35-DL,,,3,3,,,Cebu, Philippines,,
3/12/52,,"Near Sequin, Texas",Military - U.S. Air Force / U.S. Air Force,,,Boeing B-29 / Boeing B-29,,,15,15,,,Near Sequin, Texas,,
3/22/52,,"Near Gaspe, Quebec, Canada",Maritime Central Airways,,,Douglas C-47-DL,,,4,4,,,Near Gaspe, Quebec, Canada,
3/22/52,,"Frankfurt, Germany",KLM Royal Dutch Airlines,,,Douglas DC-6,,,47,44,,,Frankfurt, Germany,,
3/24/52,,"Gao, French West Africa",Soci̩t̩ A̩rienne de Tr. Tropicaux,,,Lockheed 18 Lodestar,,,21,17,,,Gao, French West Africa,,
3/26/52,,"Moscow, Russia",Aeroflot,,,,,,70,70,,,Moscow, Russia,,
3/29/52,,"Near San Felipe, Venezuela",TACA,,,Douglas DC-3,,,12,12,,,Near San Felipe, Venezuela,,
3/30/52,,"Baguio, Philippines",Philippine Air Lines,,,Douglas DC-3,,,29,10,,,Baguio, Philippines,,
4/5/52,,"New York, New York",US Airlines,2-Apr,,Curtiss C-46F-1-CU,,,2,2,,,New York, New York,,
4/9/52,,"Mihara Volcano, Japan",Japan Air Lines,,,Martin 202,,,37,37,,,Mihara Volcano, Japan,,
4/10/52,,"Agartala, India",Kalinga Airlines,,,Douglas C-47A,,,4,4,,,Agartala, India,,
4/11/52,,"North of San Juan, Puerto Rico",Pan American World Airways,526A,,Douglas DC-4,,,69,52,,,North of San Juan, Puerto Rico,,
4/18/52,,"Near Whittier, California",North Continental Airlines (Robin Airlines),416W,,Curtiss C-46F-1CU,,,29,29,,,Near Whittier, California,,
12/15/53,,Aviateca,Aviateca,,,Curtiss C-46D,,,2,2,,,Aviateca,,,
4/29/52,,"Near Carolina, Brazil",Pan American World Airways,202,,Boeing 377-10-26 Stratocruiser,,,50,50,,,Near Carolina, Brazil,,
4/30/52,,"Delhi,  India",Deccan Airways,,,Douglas DC-3,,,9,9,,,Delhi,  India,,
5/5/52,,"Near Skien, Norway",Fred Olsen Flyveselskap,,,Douglas C-47A,,,29,11,,,Near Skien, Norway,,
5/9/52,,"Ipoh, Malaysia",Garuda Indonesia Airlines,,,Douglas DC-3,,,17,17,,,Ipoh, Malaysia,,
5/13/52,,"Sao Paulo, Brazil",VASP,,,Douglas DC-3,,,22,5,,,Sao Paulo, Brazil,,
5/24/52,,"Near Manaus, Brazil",Loide A̩reo Nacional,,,Curtiss C-46A,,,6,6,,,Near Manaus, Brazil,,
5/26/52,,"Near Atar, Mauritania",British Overseas Airways,251,,Handley Page HP-81 Hermes IV,,,18,1,,,Near Atar, Mauritania,,
6/13/52,,BaltiSea,Swedish Air Force,,,Douglas DC-3,,,8,8,,,BaltiSea,,,
6/24/52,,"Lakenheath AFB, England",Military - U.S. Air Force,,,Boeing B-50,,,11,11,,,Lakenheath AFB, England,,
6/25/52,,"Off Northumberland, North Sea",Military - Royal Air Force,,,Avro Shackleton MR-1,,,13,11,,,Off Northumberland, North Sea,,
7/27/52,,"Off Rio de Janeiro, Brazil",Pan American World Airways,201,,Boeing 377 Stratocruiser,,,27,1,,,Off Rio de Janeiro, Brazil,,
8/12/52,,"Palmeira de Goias, Brazil",Transportes Areos Nacionales,,,Douglas DC-3,,,24,24,,,Palmeira de Goias, Brazil,,
8/21/52,,"Off Trapani, Italy",Airwork,,,Handley Page HP-81 Hermes 4A,,,57,7,,,Off Trapani, Italy,,
8/26/52,,"Near Khewra, West Pakistan",Military - Pakistan Air Force,,,Bristol 170 Freighter,,,18,18,,,Near Khewra, West Pakistan,,
8/29/52,,"Kosti, Sudan",Phoenix Airlines,,,Douglas DC-2-115B,,,4,2,,,Kosti, Sudan,,
9/6/52,,"Near Farnsborough, England",Private - de Havilland Aircraft,,,de Havilland 110,,,1,1,,,Near Farnsborough, England,,
9/10/52,,"San Blas, Panama",SAM Colombia,,,Curtiss C-46,,,46,46,,,San Blas, Panama,,
12/17/53,,"Guam, Mariana Islands",Military - U.S. Air Force,,,Boeing B-29,,,16,11,,,Guam, Mariana Islands,,
9/15/52,,"Wadi Halfa, Sudan",Kalinga Airlines,,,Douglas C-47A,,,3,3,,,Wadi Halfa, Sudan,,
10/8/52,,"Off Tarbat Ness, Scotland",Military - Royal Air Force,,,Avro Shackleton MR-1,,,14,14,,,Off Tarbat Ness, Scotland,,
10/14/52,,"San Fransisco do Paula, Brazil",REAL,,,Douglas DC-3,,,28,14,,,San Fransisco do Paula, Brazil,,
10/16/52,,"Off Kangnung, South Korea",Military - U.S. Air Force,,,Curtiss-Wright C-46D-CU,,,25,25,,,Off Kangnung, South Korea,,
10/29/52,,"Near Flagstaff, Arizona",Military - U.S. Air Force,,,Boeing KC-97G Stratofreighter,,,16,16,,,Near Flagstaff, Arizona,,
11/6/52,,"Lake Chad, Chad",Union Aeromaritime de Transport,,,Douglas C-54B-1-DC,,,6,5,,,Lake Chad, Chad,,
11/7/52,,"Near Summit, Alaska",Military - U.S. Air Force,,,Fairchild C-119C,,,19,19,,,Near Summit, Alaska,,
11/14/52,,"Near Seoul, South Korea",Military - U.S. Air Force,,,Fairchild C-119C,,,44,44,,,Near Seoul, South Korea,,
11/15/52,,"Near Anchorage, Alaska",Military - U.S. Air Force,,,Fairchild C-119C,,,20,20,,,Near Anchorage, Alaska,,
11/17/52,,"Shepard, Montana",Military - U.S. Air Force,,,Fairchild C-119C-23-FA Flying Boxcar,,,16,9,,,Shepard, Montana,,
11/22/52,,"Mount Gannett, Alaska",Military - U.S. Air Force,,,Douglas C-124A Globemaster,,,52,52,,,Mount Gannett, Alaska,,
11/28/52,,"Near Tacoma, Washington",Military - U.S. Air Force,,,Douglas C-54G (DC-4),,,38,37,,,Near Tacoma, Washington,,
12/6/52,,"Near Sofia, Bugaria",TABSO,,,Lisunov Li-2,,,18,18,,,Near Sofia, Bugaria,,
12/6/52,,"Off Bermuda-Kindley Field, Bermuda",Cubana de Aviacion,,,Douglas DC-4,,,41,37,,,Off Bermuda-Kindley Field, Bermuda,,
12/20/52,,"Moses Lake, Washington",Military - U.S. Air Force,,,Douglas C-124A Globemaster,,,115,87,,,Moses Lake, Washington,,
12/21/52,,"Off Miami, Florida",Rutas A̩reas Nacionales SA,,,Curtiss C-46D,,,3,3,,,Off Miami, Florida,,
12/25/52,,"Off Caracas, Venezuela",Avensa,,,Douglas DC-3,,,5,3,,,Off Caracas, Venezuela,,
12/25/52,,"Tehran, Iran",Iran Air,,,Douglas DC-3,,,29,27,,,Tehran, Iran,,
12/30/52,,"Chinmen Island, Taiwan",Philippine Air Lines,,,Douglas DC-3,,,10,2,,,Chinmen Island, Taiwan,,
1/5/53,,"Belfast, Northern Ireland",British European Airways,,,Vickers Viking 610-1B,,,35,27,,,Belfast, Northern Ireland,,
2/13/70,,"Pin-la-Garenne, France",Avia-Taxi,,,Cessna 402,,,10,10,,,Pin-la-Garenne, France,,
1/7/53,,"Fish Haven, Idaho",Associated Air Transport,1-6-6A,,Curtiss C-46,,,40,40,,,Fish Haven, Idaho,,
1/15/53,,"25 nm off Agrigento, Italy",Military -Royal Air Force,-,,Vickers Valetta Mk1 / Avero Lancaster,,,26,26,,,25 nm off Agrigento, Italy,,
1/26/53,,"Sinnai, Sardinia, Italy",Linee Aeree Italiane,,,Douglas DC-3,,,19,19,,,Sinnai, Sardinia, Italy,
2/2/53,,"Off Newfoundland, Canada",Lancashire Aircraft Corporation (Skyways),,,Avro 685 York 1,,,39,39,,,Off Newfoundland, Canada,,
2/3/53,,"Muong Sai, Laos",Air Outremer,,,Douglas DC-3,,,18,18,,,Muong Sai, Laos,,
2/7/53,,"Eysines, France",Autrex,,,Douglas DC-4,,,20,5,,,Eysines, France,,
2/9/53,,"Cairo, Egypt",Military - Egyptian Air Force,,,Curtiss-Wright C-46,,,35,30,,,Cairo, Egypt,,
2/14/53,,"Off Mobile, Alabama",National Airlines,470,,Douglas DC-6,,,46,46,,,Off Mobile, Alabama,,
3/3/53,,"Karachi, Pakistan",Canadian PacifiAir Lines,,,de Havilland DH106 Comet 1A,,,11,11,,,Karachi, Pakistan,,
3/4/53,,"Windsor Locks, Connecticut",Slick Airways,162,,Curtiss C-46F,,,2,2,,,Windsor Locks, Connecticut,,
3/14/53,,"Kalasahar, India",Orient Airways,,,Convair CV-240-7,,,16,16,,,Kalasahar, India,,
3/17/53,,"Off Da Nang, Vietnam",Aigle Azur,,,Douglas DC-3,,,8,8,,,Off Da Nang, Vietnam,,
3/18/53,,"Random Island, Newfoundland",Military - U.S. Air Force,,,Convair RB-36H,,,23,23,,,Random Island, Newfoundland,,
3/20/53,,"Alvarado, California",Transocean Air Lines,942,,Douglas DC-4  (C-54-10-DO),,,35,35,,,Alvarado, California,,
3/27/53,,"Itapebi, Brazil",Transportes A̩reos Salvador,,,de Havilland DH-114 Heron 1B,,,14,14,,,Itapebi, Brazil,,
3/29/53,,"Mtara, Tanganyika",Central African Airways,,,Vickers 616 Viking 1B,,,13,13,,,Mtara, Tanganyika,,
4/10/53,,"Off Kingston, Jamaica",Caribbean International Airways,,,Lockheed 18-56 LodeStar,,,13,13,,,Off Kingston, Jamaica,,
4/10/53,,"Miandivazo, Madagascar",Air France,,,Junkers JU-5/-3m,,,4,4,,,Miandivazo, Madagascar,,
4/14/53,,"Near Guwahati, India",Airways,,,Douglas C-47A,,,3,3,,,Near Guwahati, India,,
4/14/53,,"Selleck, Washington",Miami Airlines,,,Douglas DC-3 (C-47-DL),,,25,7,,,Selleck, Washington,,
4/16/53,,"NW of Hanoi, Vietnam",Aigle Azur,,,Douglas DC-3,,,30,30,,,NW of Hanoi, Vietnam,,
4/20/53,,"San Francisco Bay, California",Western Airlines,636,,Douglas DC-6B,,,10,8,,,San Francisco Bay, California,,
5/2/53,,"Near Jalalogori, West Bengal, India",British Overseas Airways,783/057,,de Havilland DH106 Comet 1,,,43,43,,,Near Jalalogori, West Bengal, India,
5/7/53,,"Off Hartland Point, England",Military - Royal Air Force,,,Vickers Valetta T-3,,,10,10,,,Off Hartland Point, England,,
5/9/53,,"New Delhi, India",Air India,,,Douglas DC-3,,,18,18,,,New Delhi, India,,
5/11/53,,"Prince Rupert, BC, Canada",Canadian PacifiAir Lines,,,Consolidated PBY-5A Catalina,,,19,2,,,Prince Rupert, BC, Canada,
5/17/53,,"Near Marshall, Texas",Delta Air Lines,318,,Douglas DC-3,,,20,19,,,Near Marshall, Texas,,
5/25/53,,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,,,Convair CV-240-4,,,34,0,,,Amsterdam, Netherlands,,
6/15/53,,"Near Copiapo, Chile",LAN,,,Lockheed 18 Loadstar,,,7,7,,,Near Copiapo, Chile,,
6/15/53,,"San Ramon Mtns., Costa Rica",LACSA,,,Douglas DC-3,,,14,11,,,San Ramon Mtns., Costa Rica,,
6/16/53,,"Phou-Lassy, French Indo-China",Aigle Azur,,,Douglas DC-3,,,34,34,,,Phou-Lassy, French Indo-China,,
6/17/53,,"Sao Paulo, Brazil",Panair do Brasil,,,Lockheed 049-46-21 Constellation,,,17,17,,,Sao Paulo, Brazil,,
6/18/53,,"Tachikawa AFB, Tokyo, Japan",Military - U.S. Air Force,,,Douglas C-124A Globemaster II,,,129,129,,,Tachikawa AFB, Tokyo, Japan,
7/12/53,,"PacifiOcean, 325 miles east of Wake Island",Transocean Air Lines,512,,Douglas DC-6A,,,58,58,,,PacifiOcean, 325 miles east of Wake Island,,
7/17/53,,"Near Milton, Florida",Military - U.S. Navy,,,Fairchild R4Q-2,,,46,44,,,Near Milton, Florida,,
7/27/53,,"Near Kanggye, North Korea",Aeroflot,,,Ilyushin IL-12,,,21,21,,,Near Kanggye, North Korea,,
9/29/55,,"Yellowknife, Northwest Territory, Canada",Associated Airways,,,Avro 685 York C-1,,,2,1,,,Yellowknife, Northwest Territory, Canada,
8/3/53,,"Off Fethiye Point, Turkey",Air France,,,Lockheed L- 749A Constellation,,,42,4,,,Off Fethiye Point, Turkey,,
8/3/53,,"Sharjah, United Arab Emirates",Orient Airways,,,Douglas DC-3,,,25,1,,,Sharjah, United Arab Emirates,,
8/5/53,,Off Irish coast,Military - U.S. Air Force,,,Boeing B-34,,,23,14,,,Off Irish coast,,,
8/18/53,,"Near San Diego, California",Aerovias Contreras,,,Curtiss C-46A,,,2,2,,,Near San Diego, California,,
9/1/53,,"Near Barcelonnette, France",Air France,,,Lockheed 749A Constellation,,,42,42,,,Near Barcelonnette, France,,
9/1/53,,"Vail, Washington",Regina Cargo Airlines,,,Douglas DC-3,,,21,21,,,Vail, Washington,,
9/8/53,,"San Andres, Honduras",TACA,,,Douglas C-47A,,,3,3,,,San Andres, Honduras,,
9/14/53,,"Chablekal, Mexico",Transportes A̩reos Mexicanos,,,Douglas C-47A,,,2,1,,,Chablekal, Mexico,,
9/16/53,,"Albany, New York",American Airlines,723,,Convair CV-240-0,,,28,28,,,Albany, New York,,
9/25/53,,"Ankara, Turkey",Devlet Hava Yollari,,,Douglas DC-3,,,21,5,,,Ankara, Turkey,,
9/28/53,,"Louisville, Kentucky",Resort Airlines,,,Curtiss C-46F-1-CU,,,41,25,,,Louisville, Kentucky,,
10/14/53,,"Frankfurt, Germany",Sabena,,,Convair CV-240-12,,,44,44,,,Frankfurt, Germany,,
10/17/53,,"Lai Chau, Vietnam",Compagnie Sila,,,Douglas C-47B,,,7,2,,,Lai Chau, Vietnam,,
10/19/53,,"Near Monterrey, Mexico",Aerovias Contreras,,,Douglas C-46A-CU ( DC-3),,,21,21,,,Near Monterrey, Mexico,,
10/19/53,,"New York City, New York",Eastern Air Lines,627,,Lockheed 749A Constellation,,,27,2,,,New York City, New York,,
10/29/53,,"Near Half Moon Bay, California",British Commonwealth PacifiAirlines,304/44,,Douglas DC-6,,,19,19,,,Near Half Moon Bay, California,,
11/3/53,,"Potosi, Bolivia",Lloyd Aereo Boliviano,,,Douglas DC-3,,,28,28,,,Potosi, Bolivia,,
11/11/53,,"Off Argyll, England",Military - Royal Air Force,,,Avro Shackleton MR-2,,,10,10,,,Off Argyll, England,,
12/4/53,,"Mt. Somosierra, Spain",Aviaco,,,Bristol 170 Freighter 21,,,33,23,,,Mt. Somosierra, Spain,,
12/12/53,,"Nagpur, India",Indian Airlines,,,Douglas DC-3,,,14,13,,,Nagpur, India,,
12/19/53,,"Zurich, Switzerland",Sabena,,,Convair CV-240,,,44,1,,,Zurich, Switzerland,,
12/21/53,,"Dah-el-Kadeeb, Syria",Syrian Airways,,,Douglas DC-3,,,15,9,,,Dah-el-Kadeeb, Syria,,
1/2/54,,"Herat, Afghanstan",Ariana Afghan Airlines,,,Douglas DC-3,,,21,21,,,Herat, Afghanstan,,
1/5/54,,"Lapseki, Turkey",Devlet Hava Yollari,,,Douglas DC-3,,,10,4,,,Lapseki, Turkey,,
1/6/54,,"Near Aldbury, England",Military -Royal Air Force,,,Vickers Valetta,,,17,16,,,Near Aldbury, England,,
1/10/54,,"Off Elba, Italy",British Overseas Airways,781,,de Havilland DH106 Comet 1,,,35,35,,,Off Elba, Italy,,
1/11/54,,"Manizales, Colombia",AVIANCA,,,Douglas DC-3,,,21,21,,,Manizales, Colombia,,
1/13/54,,"Long Beach, California",Military - U.S. Air Force,,,F-88 Sabre Jet,,,1,1,,,Long Beach, California,,
1/14/54,,"Rome, Italy",Philippine Air Lines,,,Douglas DC-6,,,16,16,,,Rome, Italy,,
1/14/54,,"Prague, Czechoslovakia",Ceskoslovenske Aerolinie,,,Douglas DC-3 (C-47A-DK),,,15,15,,,Prague, Czechoslovakia,,
1/20/54,,"Kansas City, Missouri",Zantop Air Transport,,,Douglas DC-3A,,,3,3,,,Kansas City, Missouri,,
2/1/54,,"Off Hokkaido, Japan",Military - U.S. Air Force,,,Curtiss-Wright C46D-CU,,,35,35,,,Off Hokkaido, Japan,,
2/5/54,,"Susitna Valley, Alaska",Military - U.S. Air Force,,,Douglas C-47,,,16,10,,,Susitna Valley, Alaska,,
2/12/54,,"Off Gozo, Malta",Military - Royal Air Force,,,Avro Shackleton MR-2,,,10,10,,,Off Gozo, Malta,,
2/25/54,,"New Delhi, India",Indian Airlines,,,Douglas DC-3,,,3,3,,,New Delhi, India,,
2/26/54,,"Wright, Wyoming",Western Airlines,314,,Convair CV-240,,,9,9,,,Wright, Wyoming,,
3/4/54,,"Near St. Etienne de Tinee, France",Military - U.S. Air Force,,,Douglas C-47A-DL,,,20,20,,,Near St. Etienne de Tinee, France,,
3/13/54,,"Kallang Airport, Singapore",British Overseas Airways,,,Lockheed 749A-79-33 Constellation,,,40,33,,,Kallang Airport, Singapore,,
3/14/54,,"Off Mackay, Australia",Queensland Airlines,,,Douglas C-47A,,,2,2,,,Off Mackay, Australia,,
3/19/54,,"Near Lothian, Maryland",Military - U.S. Air Force,,,Fairchild C-110F,,,18,18,,,Near Lothian, Maryland,,
3/26/54,,"Monterrey, Mexico",Aeronaves de Mexico,,,Douglas DC-3,,,18,18,,,Monterrey, Mexico,,
4/3/54,,"Adana, Turkey",Devlet Hava Yollari,,,Douglas DC-3,,,25,25,,,Adana, Turkey,,
4/4/54,,"Hanoi, Vietnam",Autrex,,,Douglas C-54A,,,4,4,,,Hanoi, Vietnam,,
4/8/54,,"Off Stromboli, Italy",British Overseas Airways,201,,de Havilland DH106 Comet 1,,,21,21,,,Off Stromboli, Italy,,
4/8/54,,"Moose Jaw, SK, Canada",Trans Canada Air Lines / RCAF,,,Canadair C-4-1Argonaut / Harvard Mark II,,,36,36,,,Moose Jaw, SK, Canada,
4/13/54,,"Santiago, Chile",LAN,,,Douglas DC-3,,,16,16,,,Santiago, Chile,,
4/13/54,,"Xieng Kouang, Laos",Societe Indochinoise de Raviteillement,,,Lockheed 18 Lodestar,,,23,16,,,Xieng Kouang, Laos,,
4/23/54,,"Sierra del Vilgo, Argentina",Aerolineas Argentinas,,,Douglas DC-3,,,25,25,,,Sierra del Vilgo, Argentina,,
4/30/54,,"Near Calcutta, India",Darbhanga Aviation,,,Douglas C-47A-30-DK,,,11,5,,,Near Calcutta, India,,
5/22/54,,"Paraparaumu, New Zealand",New Zealand National Airways,,,Douglas DC-3,,,28,3,,,Paraparaumu, New Zealand,,
5/31/54,,"Cipo Mountain, Brazil",Transportes Aereos Nacionales,,,Douglas DC-3,,,19,19,,,Cipo Mountain, Brazil,,
6/3/54,,"Near Maribor, Slovenia",Sabena,,,Douglas C-47A,,,4,1,,,Near Maribor, Slovenia,,
6/4/54,,"Sao Paulo, Brazil",Varig,,,Curtiss C-46A,,,3,3,,,Sao Paulo, Brazil,,
6/8/54,,"Tourane, Vietnam",Soc. de Tr. A̩riens d'Extr̻me Orient,,,Douglas C-47-DL,,,4,4,,,Tourane, Vietnam,,
6/19/54,,"Off Folkestone, England",Swissair,,,Convair CV-240-4,,,9,3,,,Off Folkestone, England,,
7/2/54,,"Near Salvador, Brazil",Military - Brazilian Air Force,,,Lockheed C-28,,,20,20,,,Near Salvador, Brazil,,
7/23/54,,"Off Hainan Island, China",Cathay PacifiAirways,,,Douglas DC-4,,,18,10,,,Off Hainan Island, China,,
8/8/54,,"Near McGrath, Alaska",Alaska Airlines,,,Douglas DC-2,,,2,2,,,Near McGrath, Alaska,,
8/9/54,,"Terceira Island, Azores, Portugal",AVIANCA,,,Lockheed 749A-79 Constellation,,,30,30,,,Terceira Island, Azores, Portugal,
8/12/54,,Vietnam,Autrex,,,Douglas DC-3,,,3,3,,,Vietnam,,,
8/16/54,,"Near Pakse, Laos",Air Vietnam (South Vietnam),,,Bristol 170 Freighter 21E,,,55,47,,,Near Pakse, Laos,,
8/22/54,,"Near Mason City, Iowa",Braniff Airlines,152,,Douglas DC-3,,,19,12,,,Near Mason City, Iowa,,
8/23/54,,"Near Dutch Coast, North Sea",KLM Royal Dutch Airlines,,,Douglas DC-6B,,,21,21,,,Near Dutch Coast, North Sea,,
5/16/58,,"Chatenoy, France",British European Airways,,,Douglas C-47A,,,3,3,,,Chatenoy, France,,
8/27/54,,"Near Rapid City, South Dekota",Military - U.S. Air Force,,,Convair RB-36H,,,27,26,,,Near Rapid City, South Dekota,,
9/5/54,,"Foynes, Ireland",KLM Royal Dutch Airlines,633,,Lockheed 1049C-55-81 S Constellation,,,56,28,,,Foynes, Ireland,,
9/12/54,,"Off Rio de Janeiro, Brazil",Cruzeiro,,,Douglas DC-3,,,30,6,,,Off Rio de Janeiro, Brazil,,
9/15/54,,"Cairo, Egypt",Misrair,,,Vickers 634 Viking,,,4,3,,,Cairo, Egypt,,
10/24/54,,"Nar Limone Piemonte, Italy",Military - U.S. Air Force,,,Douglas C-47A-DL,,,21,21,,,Nar Limone Piemonte, Italy,,
10/30/54,,"Off Ocean City, Maryland",Military - U.S. Navy,57,,Lockheed R7V-1,,,42,42,,,Off Ocean City, Maryland,,
10/30/54,,Off the coast of Maryland,Military - U. S. Navy,,,Lockheed R-7V1,,,42,42,,,Off the coast of Maryland,,,
10/31/54,,"Mangalore, Australia",TAA,,,Vickers 720 Viscount,,,8,3,,,Mangalore, Australia,,
11/16/54,,"Jirishanga,Cerro de Pasco, Peru",TAM (Brazil),,,Douglas DC-3,,,24,24,,,Jirishanga,Cerro de Pasco, Peru,
11/30/54,,"Berlin, New Hampshire",Northeast Airlines,792,,Douglas DC-3,,,7,2,,,Berlin, New Hampshire,,
12/4/54,,"Near Luang Pragang, Laos",Air Laos,,,Douglas DC-3,,,28,28,,,Near Luang Pragang, Laos,,
12/12/54,,"Bratislava, Slovakia",Ceskoslovensk̩ Aerolinie,,,Douglas C-47A,,,4,4,,,Bratislava, Slovakia,,
12/18/54,,"Near Bolivar, Venezuela",Linea Aeropostal Venezolana,,,Douglas C-47A,,,2,2,,,Near Bolivar, Venezuela,,
12/18/54,,"New York, New York",Linee Aeree Italiane,451,,Douglas DC-6B,,,32,26,,,New York, New York,,
12/22/54,,"Pittsburgh, Pennsylvania",Johnson Flying Service,4844-C,,Douglas DC-3,,,28,10,,,Pittsburgh, Pennsylvania,,
12/25/54,,"Prestwick, Ayrshire, Scotland",British Overseas Airways,,,Boeing B377-10-28 Stratocruiser,,,36,28,,,Prestwick, Ayrshire, Scotland,
12/29/54,,"Near Moscow, Russia",Aeroflot,,,,,,45,45,,,Near Moscow, Russia,,
12/31/54,,"Irkutsk, Russia",Aeroflot,,,Ilyushin 14,,,17,17,,,Irkutsk, Russia,,
1/11/55,,"Off Skellings, Ireland",Military -Royal Air Force,,,Avro Shackleton M-2 / Avro Shakleton M-2,,,18,18,,,Off Skellings, Ireland,,
1/12/55,,"Greater Cincinnati Airport, Covington, Kentucky",Trans World Airlines / Castleton Inc.,,,Martin 202A / DC-3,,,15,15,,,Greater Cincinnati Airport, Covington, Kentucky,
1/19/55,,"Des Moines, Iowa",United Air Lines,329,,Convair CV-340,,,39,0,,,Des Moines, Iowa,,
1/31/55,,"Lapadrera, Colombia",Interamericana de Aviacion,,,Consolidated PBY-5 Catalina,,,5,5,,,Lapadrera, Colombia,,
2/2/55,,"Nagpur, India",Indian Airlines,,,Douglas DC-3,,,10,10,,,Nagpur, India,,
2/5/55,,"Near Calabar, Nigeria",West African Airways,,,Bristol 170 Freighter 21E,,,13,13,,,Near Calabar, Nigeria,,
2/13/55,,"Rome, Italy",Sabena,,,Douglas DC-6,,,29,29,,,Rome, Italy,,
2/19/55,,"Albuquerque, New Mexico",Trans World Airlines,260,,Martin 404,,,16,16,,,Albuquerque, New Mexico,,
2/23/55,,"Salisbury,  Zimbabwe",Central African Airways,626,,Douglas DC-3,,,26,1,,,Salisbury,  Zimbabwe,,
3/6/55,,"Vitoria da Conquista, Brazil",REAL,,,Douglas DC-3,,,21,5,,,Vitoria da Conquista, Brazil,,
3/8/55,,"Mascota, Mexico",Mexicana,,,Douglas DC-3,,,26,26,,,Mascota, Mexico,,
3/9/55,,"Trujillo, Colombia",AVIANCA,,,Douglas C-47A,,,8,8,,,Trujillo, Colombia,,
3/20/55,,"Springfield, Mississippi",American Airlines,711,,Convair CV-240-0,,,35,13,,,Springfield, Mississippi,,
3/22/55,,"Oahu, Hawaii",Military - U.S. Navy,,,Douglas R6D-1 (C-118B),,,66,66,,,Oahu, Hawaii,,
3/26/55,,Off the Oregon coast,Pan American World Airways,845/26,,Boeing 377 Stratocruiser 10-26,,,23,4,,,Off the Oregon coast,,,
4/2/55,,"Off Pensacola, Florida",Aaxico Airlines,,,Curtiss C-46A,,,2,2,,,Off Pensacola, Florida,,
4/4/55,,"Islip, New York",United Air Lines,,,Douglas DC-6,,,3,3,,,Islip, New York,,
4/11/55,,"Off Great Natuna Island, Sarawak",Air India,,,Lockheed 749A Constellation,,,19,19,,,Off Great Natuna Island, Sarawak,,
4/18/55,,"Kupe Mountains, Cameroons",Union des Transportes Aeriens,,,de Havilland DH-114 Heron 1B,,,14,12,,,Kupe Mountains, Cameroons,,
5/18/55,,"Mt. Kilimanjaro, Kenya",East African Airways,,,Douglas DC-3,,,20,20,,,Mt. Kilimanjaro, Kenya,,
5/21/55,,"Off Barcelona, Venezuela",Linea Aeropostal Venezolana,,,Douglas C-47-DL,,,13,4,,,Off Barcelona, Venezuela,,
5/26/55,,"Edmonton, Alberta, Canada",Associated Airways,,,Avro 685 York C-1,,,2,2,,,Edmonton, Alberta, Canada,
6/3/55,,"Fort Lamy, Cameroon",Union A̩romaritime de Transport,,,Douglas C-54A,,,3,3,,,Fort Lamy, Cameroon,,
6/16/55,,"Near Asuncion, Paraguay",Panair do Brasil,,,Lockheed 049-46-21 Constellation,,,24,16,,,Near Asuncion, Paraguay,,
6/18/55,,"Leon, Mexico",Tigres Voladores,,,Curtiss C-46,,,18,18,,,Leon, Mexico,,
7/14/55,,"Oaxaca, Mexico",Lineas Areas Unidas,,,Douglas DC-2-243,,,22,22,,,Oaxaca, Mexico,,
7/17/55,,"Chicago, Illinois",Braniff Airlines,560,,Convair CV-340-32,,,43,22,,,Chicago, Illinois,,
7/27/55,,"Near Petrich, Bulgaria",El Al,402/46,,Lockheed 049 Constellation,,,58,58,,,Near Petrich, Bulgaria,,
8/4/55,,"Fort Leonard Wood, Missouri",American Airlines,,,Convair CV-240-0,,,30,30,,,Fort Leonard Wood, Missouri,,
8/6/55,,"Near Voronezh, Russia",Aeroflot,,,,,,25,25,,,Near Voronezh, Russia,,
8/26/55,,"Caparao Mountain, Brazil",Cruzeiro,,,Douglas DC-3,,,13,13,,,Caparao Mountain, Brazil,,
8/30/55,,"Simra, Nepal",Kalinga Airlines,,,Douglas C-47A,,,3,2,,,Simra, Nepal,,
